Rank,Page title,Views,Daily average,Assessment,Importance
515,Allan Savory,"3,609",116,C,Low
516,8.2-kiloyear event,"3,609",116,C,Low
517,Life-cycle greenhouse gas emissions of energy sources,"3,605",116,C,High
518,Vaclav Smil,"3,597",116,C,Mid
519,Rewilding (conservation biology),"3,596",116,Start,High
520,Fatih Birol,"3,590",115,Start,High
521,Green infrastructure,"3,578",115,C,Mid
522,Climate change in Australia,"3,567",115,C,High
523,Congestion pricing,"3,561",114,C,Low
524,Top contributors to greenhouse gas emissions,"3,557",114,Start,High
525,Severn Cullis-Suzuki,"3,529",113,C,Low
526,Clean technology,"3,522",113,Start,High
527,Tim Flannery,"3,522",113,C,Low
528,Coastal GasLink Pipeline,"3,518",113,C,Mid
529,Merchants of Doubt,"3,517",113,GA,Mid
530,Deforestation and climate change,"3,470",111,C,Top
531,Xiuhtezcatl Martinez,"3,460",111,C,Low
532,Desert greening,"3,445",111,C,Low
533,Global dimming,"3,432",110,B,Mid
534,Carbon price,"3,395",109,C,Top
535,The Windup Girl,"3,395",109,Start,Low
536,Climate change in the United States,"3,391",109,C,High
537,Atlantic meridional overturning circulation,"3,384",109,C,High
538,Illegal logging,"3,378",108,Start,Low
539,ExxonMobil climate change controversy,"3,366",108,B,Mid
540,Klaus Hasselmann,"3,365",108,Start,Unknown
541,List of countries by greenhouse gas emissions,"3,365",108,List,High
542,Environmental impact of wind power,"3,351",108,B,Low
543,Expansion of Heathrow Airport,"3,343",107,B,Low
544,Tuoketuo Power Station,"3,324",107,Start,Unknown
545,Nationally determined contribution,"3,317",107,C,High
546,Methane emissions,"3,308",106,C,Top
547,Randy Weber,"3,298",106,Start,Low
548,Rainfed agriculture,"3,286",106,C,High
549,Climate change and agriculture,"3,279",105,NA,NA
550,Honda Civic GX,"3,269",105,Start,Low
551,Cellulosic ethanol,"3,268",105,C,Low
552,Water in California,"3,262",105,C,Low
553,Clathrate gun hypothesis,"3,255",105,C,Mid
554,Carbon accounting,"3,233",104,C,High
555,Environmental accounting,"3,220",103,Start,Low
556,Coal in Australia,"3,212",103,Start,Mid
557,Friends of the Earth,"3,211",103,Start,High
558,Voyage of Greta Thunberg,"3,207",103,C,Low
559,Temperature gradient,"3,183",102,Start,Unknown
560,Sponge city,"3,178",102,C,Low
561,Wera Hobhouse,"3,161",101,C,Low
562,Rooftop solar power,"3,151",101,C,Unknown
563,Renewable energy in the Philippines,"3,145",101,C,Low
564,Bioenergy with carbon capture and storage,"3,144",101,C,High
565,Keeling Curve,"3,122",100,C,High
566,Environmental impact of the petroleum industry,"3,107",100,Start,Low
567,List of Sustainable Development Goal targets and indicators,"3,098",99,List,Low
568,Stormwater,"3,098",99,C,Low
569,Ecological resilience,"3,089",99,C,Low
570,Sustainable management,"3,081",99,C,Low
571,Energy crop,"3,070",99,Start,Low
572,Desertec,"3,058",98,C,Low
573,Gina McCarthy,"3,054",98,Start,High
574,Biological pump,"3,045",98,B,High
575,Emission intensity,"3,044",98,C,Low
576,List of countries by greenhouse gas emissions per person,"3,042",98,List,High
577,Energy policy of China,"3,036",97,C,Top
578,Retreat of glaciers since 1850,"3,021",97,C,High
579,Bottom trawling,"3,004",96,B,Mid
580,"Temperature record of the last 2,000 years","2,997",96,C,High
581,Indian Ocean Dipole,"2,997",96,Start,Unknown
582,Oil well fire,"2,996",96,C,Mid
583,Climate change in Bangladesh,"2,993",96,C,High
584,Traditional ecological knowledge,"2,992",96,B,Mid
585,Fossil fuel exporters,"2,984",96,Start,Mid
586,Saltwater intrusion,"2,975",95,C,Low
587,Milutin Milanković,"2,969",95,B,Low
588,Coastal flooding,"2,962",95,C,Low
589,Blue carbon,"2,961",95,B,High
590,Hybrid power,"2,956",95,C,Low
591,Seven generation sustainability,"2,952",95,Start,Low
592,General circulation model,"2,947",95,Start,Mid
593,Building-integrated photovoltaics,"2,921",94,C,Low
594,Kigali Amendment,"2,917",94,Start,Mid
595,Ground level ozone,"2,909",93,C,Mid
596,Cycling infrastructure,"2,899",93,B,Mid
597,Politics of climate change,"2,876",92,C,Top
598,Solar updraft tower,"2,872",92,C,Low
599,IPCC Fifth Assessment Report,"2,864",92,C,High
600,Δ13C,"2,855",92,C,Low
601,Palm oil production in Indonesia,"2,843",91,C,Mid
602,Climate model,"2,841",91,C,High
603,Michael E. Mann,"2,835",91,B,Low
604,Copenhagen Accord,"2,829",91,C,Low
605,Food system,"2,827",91,C,Low
606,Bełchatów Power Station,"2,813",90,Start,Unknown
607,Zero-emissions vehicle,"2,800",90,Start,Low
608,Carbon capture and utilization,"2,793",90,C,Mid
609,Breakthrough Energy,"2,789",89,Start,Mid
610,Science Based Targets initiative,"2,787",89,Stub,Unknown
611,Scientific consensus,"2,785",89,C,Low
612,Effects of climate change on agriculture,"2,784",89,C,Top
613,September 2019 climate strikes,"2,784",89,C,Mid
614,Solar power in Australia,"2,782",89,C,Mid
615,Cryosphere,"2,778",89,Start,High
616,Renewable energy in Scotland,"2,772",89,FA,Low
617,Deforestation in Brazil,"2,767",89,B,Mid
618,Environment and Climate Change Canada,"2,765",89,C,Low
619,Mario Molina,"2,747",88,C,Mid
620,Roman Warm Period,"2,739",88,Start,Low
621,2009 United Nations Climate Change Conference,"2,723",87,B,Mid
622,Drylands,"2,718",87,Start,Low
623,Solar fuel,"2,709",87,C,Low
624,ActionAid,"2,700",87,C,Low
625,Renewable Energy Certificate (United States),"2,700",87,C,Low
626,Waste heat,"2,698",87,Start,Mid
627,Soil carbon,"2,694",86,C,High
628,Owen Toon,"2,692",86,Start,Low
629,Fit for 55,"2,678",86,Stub,Unknown
630,Zeolitic imidazolate framework,"2,678",86,C,Low
631,California Air Resources Board,"2,677",86,C,Mid
632,Climate change in Russia,"2,675",86,Start,Unknown
633,Environmental politics,"2,672",86,C,Mid
634,Extractivism,"2,670",86,C,Low
635,Vanessa Nakate,"2,665",85,B,High
636,International Day of Peace,"2,657",85,C,Low
637,Warming stripes,"2,656",85,B,Low
638,Floating solar,"2,654",85,Start,High
639,Plastics industry,"2,647",85,Start,High
640,Glasgow Climate Pact,"2,639",85,Stub,High
641,Union of Concerned Scientists,"2,636",85,C,Mid
642,Public transportation in the United States,"2,633",84,Start,Low
643,Coastal management,"2,628",84,C,Low
644,Climate Change Performance Index,"2,616",84,Start,Mid
645,Petroleum transport,"2,610",84,Start,Low
646,European super grid,"2,596",83,Start,Mid
647,North Atlantic oscillation,"2,554",82,Start,Unknown
648,1452/1453 mystery eruption,"2,552",82,Start,Low
649,2021 Henan floods,"2,549",82,C,Mid
650,Rights of nature,"2,546",82,B,Mid
651,Sendai Framework for Disaster Risk Reduction,"2,536",81,Start,Low
652,Gas leak,"2,529",81,Start,High
653,Nature-based solutions,"2,522",81,C,Mid
654,Growing degree-day,"2,508",80,Start,Unknown
655,Walkability,"2,508",80,Start,High
656,Early warning system,"2,502",80,Start,Low
657,Fossil fuels lobby,"2,493",80,Start,Top
658,Instrumental temperature record,"2,488",80,B,High
659,Ulrich Beck,"2,479",79,C,Low
660,Escazú Agreement,"2,479",79,Start,Low
661,Public opinion on climate change,"2,474",79,C,Top
662,Ice–albedo feedback,"2,470",79,Start,High
663,Climate emergency declaration,"2,454",79,C,High
664,Landfill gas,"2,451",79,C,Mid
665,National Center for Atmospheric Research,"2,449",79,Start,Unknown
666,Δ18O,"2,446",78,Start,Low
667,Transport in the United Kingdom,"2,442",78,C,Low
668,Holocene climatic optimum,"2,433",78,C,Low
669,Climate of Peru,"2,431",78,B,Low
670,Colette Pichon Battle,"2,425",78,Stub,Low
671,Green bond,"2,422",78,Start,Unknown
672,Ice on Fire (2019 film),"2,420",78,Stub,Low
673,Bramble Cay melomys,"2,419",78,GA,Mid
674,Lithium as an investment,"2,414",77,Start,Low
675,List of natural gas power stations in the United Kingdom,"2,414",77,List,Mid
676,Variable renewable energy,"2,411",77,C,High
677,Climate of Ghana,"2,408",77,Start,Low
678,Azolla event,"2,405",77,B,Low
679,Energy in Indonesia,"2,401",77,C,Mid
680,Environmental impact of electricity generation,"2,390",77,Start,Low
681,Climate resilience,"2,388",77,C,High
682,Climate change in Japan,"2,387",77,Start,Mid
683,Cadmium telluride photovoltaics,"2,375",76,C,Low
684,Climate change and ecosystems,"2,375",76,C,High
685,List of U.S. states and territories by carbon dioxide emissions,"2,368",76,List,Low
686,Climate of Puerto Rico,"2,367",76,C,Low
687,Media coverage of climate change,"2,366",76,C,High
688,Energy subsidies in the United States,"2,358",76,C,Low
689,Kendra Pierre-Louis,"2,340",75,C,Low
690,Seagrass meadow,"2,333",75,B,Mid
691,Petroleum politics,"2,323",74,C,High
692,Climate change vulnerability,"2,312",74,C,Mid
693,Climate movement,"2,301",74,Start,Top
694,Perusahaan Listrik Negara,"2,292",73,C,Low
695,Construction waste,"2,287",73,Start,High
696,Jharia coalfield,"2,286",73,C,Low
697,Sinking cities,"2,284",73,C,Mid
698,Ecocide,"2,271",73,C,Mid
699,Climate change in the Arctic,"2,265",73,B,Mid
700,Future-proof,"2,260",72,Start,Low
701,Paul Kingsnorth,"2,260",72,C,Low
702,Environmental issues with coral reefs,"2,253",72,B,Mid
703,C40 Cities Climate Leadership Group,"2,249",72,Start,Mid
704,Wladimir Köppen,"2,246",72,Start,Unknown
705,Ethanol fuel by country,"2,236",72,C,High
706,American War (novel),"2,214",71,C,Low
707,Extinction risk from climate change,"2,210",71,Start,High
708,Sustainable food system,"2,205",71,C,High
709,Environmental policy of the Joe Biden administration,"2,194",70,C,High
710,Cloud seeding in the United Arab Emirates,"2,193",70,Start,Low
711,2019 United Nations Climate Change Conference,"2,180",70,Start,High
712,2011 East Africa drought,"2,178",70,C,Low
713,Carbonate–silicate cycle,"2,174",70,B,Low
714,Merit order,"2,169",69,C,Low
715,Biomass briquettes,"2,160",69,C,Low
716,Climate sensitivity,"2,158",69,GA,High
717,Dispatchable generation,"2,154",69,Start,Unknown
718,Climate change in Canada,"2,144",69,C,High
719,Fossil fuel divestment,"2,140",69,B,High
720,Carla Denyer,"2,139",69,C,Low
721,Environmental activism of Al Gore,"2,138",68,B,Mid
722,Line 3 pipeline,"2,138",68,C,High
723,Rajendra K. Pachauri,"2,135",68,Start,Unknown
724,Effects of climate change on oceans,"2,129",68,C,Top
725,Energy intensity,"2,114",68,Start,High
726,Energy policy of the United Kingdom,"2,110",68,C,Mid
727,Special Report on Global Warming of 1.5 °C,"2,106",67,C,High
728,Wind power in China,"2,105",67,C,Low
729,Just transition,"2,099",67,C,Low
730,Alliance of Small Island States,"2,090",67,Start,High
731,Verified Carbon Standard,"2,089",67,Stub,Unknown
732,Energy Charter Treaty,"2,084",67,C,High
733,Greenhouse gas emissions by the United States,"2,079",67,B,Top
734,Andreas Malm,"2,077",67,Start,Mid
735,Michael C. Burgess,"2,077",67,Start,Low
736,Carbon pricing in Australia,"2,074",66,C,Mid
737,Certified Emission Reduction,"2,066",66,C,High
738,Energy system,"2,065",66,B,High
739,Arctic ice pack,"2,061",66,C,High
740,Grid-connected photovoltaic power system,"2,047",66,C,Unknown
741,How to Blow Up a Pipeline,"2,045",65,GA,Low
742,Paula Dobriansky,"2,044",65,Start,Unknown
743,Stranded asset,"2,037",65,C,High
744,Multi-level governance,"2,035",65,Start,Low
745,Dansgaard–Oeschger event,"2,033",65,Start,Low
746,Social cost of carbon,"2,026",65,Start,Mid
747,"Land use, land-use change, and forestry","2,022",65,Start,High
748,Energy policy,"2,020",65,C,High
749,Roy Spencer (meteorologist),"2,020",65,Start,Unknown
750,Ozone depletion and climate change,"2,019",65,C,Mid
751,Renewable energy transition,"2,016",65,C,Top
752,Climate of the Falkland Islands,"2,014",64,Start,Low
753,Sustainable Development Solutions Network,"2,009",64,C,Low
754,Sustainable consumption,"2,009",64,Start,Low
755,Climate change in the Philippines,"1,997",64,C,Low
756,Live Earth (2007 concert),"1,988",64,Start,Low
757,RMI (energy organization),"1,983",63,Start,Low
758,Outgoing longwave radiation,"1,982",63,C,High
759,A Perfect Planet,"1,979",63,C,Low
760,Arctic methane emissions,"1,973",63,C,Mid
761,Lamar Smith,"1,966",63,C,Mid
762,Sustainable engineering,"1,964",63,Start,Low
763,Years of Living Dangerously,"1,962",63,C,Mid
764,Iron fertilization,"1,956",63,C,Low
765,Climate change in the Middle East and North Africa,"1,955",63,C,High
766,The Great Global Warming Swindle,"1,955",63,C,Low
767,1808 mystery eruption,"1,953",63,Start,Low
768,Climate of Colombia,"1,948",62,Start,Low
769,Eco-economic decoupling,"1,947",62,C,Low
770,EU taxonomy for sustainable activities,"1,946",62,Start,Mid
771,Carbon Offsetting and Reduction Scheme for International Aviation,"1,934",62,C,High
772,Global surface temperature,"1,933",62,C,Mid
773,Climate of Indonesia,"1,933",62,Start,Unknown
774,Sustainable procurement,"1,924",62,C,Low
775,Enhanced geothermal system,"1,913",61,Start,Low
776,Climate change policy of the United States,"1,910",61,C,Top
777,Tree farm,"1,909",61,Start,Low
778,350.org,"1,906",61,B,Mid
779,Enhanced weathering,"1,905",61,C,High
780,Coal pollution mitigation,"1,890",60,Start,High
781,Intergenerational equity,"1,882",60,C,High
782,ISO 14064,"1,881",60,Start,High
783,New York 2140,"1,866",60,Start,Low
784,2019 European heat waves,"1,864",60,B,Low
785,Low-emission zone,"1,858",59,Start,High
786,2040 (film),"1,854",59,Stub,Mid
787,Clean Power Plan,"1,847",59,C,High
788,Climate change in Antarctica,"1,846",59,Start,High
789,List of coal-fired power stations,"1,844",59,List,High
790,Health and environmental impact of the coal industry,"1,843",59,B,High
791,Global Warming Policy Foundation,"1,841",59,Start,Unknown
792,Solar air conditioning,"1,840",59,C,Low
793,Ocean storage of carbon dioxide,"1,814",58,B,High
794,Massachusetts v. EPA,"1,809",58,C,Mid
795,Climate Clock,"1,799",58,Stub,Mid
796,Carbon Border Adjustment Mechanism,"1,798",58,Stub,High
797,Effects of climate change on island nations,"1,792",57,C,Low
798,Substitute natural gas,"1,791",57,Start,Low
799,Aridity index,"1,785",57,Start,Low
800,Energy in Turkey,"1,774",57,GA,Mid
801,Allam power cycle,"1,767",57,Start,Mid
802,Disha Ravi,"1,762",56,B,Mid
803,Juliana v. United States,"1,761",56,Start,Low
804,Flight shame,"1,759",56,C,Mid
805,Greenhouse gas emissions by China,"1,756",56,C,Top
806,Shale gas in the United Kingdom,"1,755",56,C,Low
807,Mark Kennedy (police officer),"1,750",56,B,Low
808,2020 Western United States wildfire season,"1,748",56,C,Mid
809,Biogasoline,"1,744",56,Start,Mid
810,Transition town,"1,744",56,Start,Low
811,Low-carbon power,"1,731",55,Start,Top
812,Stern Review,"1,726",55,C,Mid
813,Paul Hudson,"1,709",55,Start,Unknown
814,Kaya identity,"1,689",54,Start,Unknown
815,List of wind farms in the United States,"1,688",54,List,Mid
816,International environmental agreement,"1,685",54,C,Low
817,Minister of Environment and Climate Change,"1,681",54,Start,Low
818,Energy in Iran,"1,678",54,C,Mid
819,East African Crude Oil Pipeline,"1,678",54,B,Mid
820,List of parties to the Kyoto Protocol,"1,675",54,List,Unknown
821,Mac Thornberry,"1,674",54,Start,Low
822,Environmental issues in Thailand,"1,663",53,Start,Low
823,Infrared window,"1,663",53,Start,Low
824,2018 United Nations Climate Change Conference,"1,656",53,Start,High
825,Carbon farming,"1,655",53,C,High
826,Diesel emissions scandal,"1,654",53,Start,Mid
827,Naomi Oreskes,"1,654",53,C,Low
828,Energy subsidy,"1,650",53,Start,Top
829,Oceanic carbon cycle,"1,649",53,C,High
830,World energy consumption,"1,647",53,NA,NA
831,Northern European Enclosure Dam,"1,645",53,C,Low
832,Fallen Fruit (song),"1,638",52,Start,Mid
833,Trident Seafoods,"1,638",52,Start,Mid
834,Southeast Asian haze,"1,632",52,C,Unknown
835,Energy poverty,"1,629",52,C,High
836,How to Avoid a Climate Disaster,"1,627",52,Start,Low
837,Resource recovery,"1,624",52,C,Unknown
838,2021 Greece wildfires,"1,624",52,Start,Low
839,Pacific decadal oscillation,"1,621",52,C,Mid
840,Ocean colonization,"1,621",52,Start,Low
841,Katharine Hayhoe,"1,618",52,B,Low
842,Renewable energy commercialization,"1,616",52,C,Mid
843,Boreal ecosystem,"1,614",52,Start,Low
844,Marginal abatement cost,"1,611",51,C,High
845,Climate finance,"1,611",51,Start,High
846,The Uninhabitable Earth (book),"1,607",51,Start,Low
847,Climate change in Pakistan,"1,601",51,C,Mid
848,Hydraulic fracturing by country,"1,599",51,Start,Low
849,Fugitive emission,"1,598",51,Start,Mid
850,Merchants of Doubt (film),"1,597",51,Start,Mid
851,2021 in climate change,"1,588",51,Start,Mid
852,2018 British Isles heat wave,"1,583",51,C,Low
853,Renewable energy in developing countries,"1,580",50,C,Low
854,Renewable energy in Russia,"1,579",50,C,Mid
855,Renewable fuels,"1,575",50,C,Low
856,Corporate environmental responsibility,"1,574",50,C,Low
857,Melati and Isabel Wijsen,"1,573",50,Start,Low
858,Greenhouse gas emissions by Australia,"1,572",50,C,Low
859,Naomi Seibt,"1,571",50,Start,Low
860,ARPA-E,"1,571",50,Start,Mid
861,Green job,"1,571",50,C,Low
862,Green growth,"1,571",50,C,High
863,North African climate cycles,"1,570",50,C,Low
864,2014–2016 El Niño event,"1,566",50,Start,Mid
865,Lewis Fry Richardson,"1,565",50,C,Mid
866,Sacrifice zone,"1,564",50,C,Low
867,Sustainable finance,"1,563",50,C,Low
868,Building insulation materials,"1,557",50,C,Low
869,Xiye Bastida,"1,540",49,Start,Low
870,Richard Lindzen,"1,528",49,C,Mid
871,Community Choice Aggregation,"1,527",49,C,Low
872,2021 Turkey wildfires,"1,525",49,C,Low
873,Low-carbon fuel standard,"1,523",49,B,High
874,Future generations,"1,515",48,Start,Low
875,Deep Adaptation,"1,509",48,Start,Mid
876,Renewable energy in South Africa,"1,497",48,C,Low
877,1465 mystery eruption,"1,496",48,Start,Low
878,United Nations REDD Programme,"1,494",48,Start,High
879,IPCC list of greenhouse gases,"1,483",47,C,Mid
880,Carbon Engineering,"1,483",47,Start,Unknown
881,Meltwater,"1,483",47,Start,Low
882,Tidal marsh,"1,482",47,Start,Low
883,"Nicholas Stern, Baron Stern of Brentford","1,481",47,C,Low
884,Declaration of the United Nations Conference on the Human Environment,"1,481",47,Stub,Low
885,BASIC countries,"1,480",47,Start,Low
886,Conservation agriculture,"1,477",47,Start,Unknown
887,Bølling–Allerød warming,"1,474",47,Unknown,Unknown
888,Global warming game,"1,468",47,Start,Mid
889,Heat dome,"1,465",47,Stub,Unknown
890,DICE model,"1,463",47,C,Low
891,Sentinel-3,"1,460",47,Start,Low
892,List of climate scientists,"1,457",47,List,Low
893,EU Allowance,"1,448",46,Start,Mid
894,Canada and the Kyoto Protocol,"1,447",46,Start,Unknown
895,Breaking Boundaries,"1,447",46,Start,Low
896,Disaster area,"1,445",46,C,Unknown
897,Climate-smart agriculture,"1,444",46,Start,Low
898,Hurricane Larry,"1,439",46,Start,Low
899,Global Forecast System,"1,438",46,Start,Unknown
900,1997–98 El Niño event,"1,437",46,C,High
901,Climate change in Kenya,"1,436",46,C,Mid
902,Climate of Ecuador,"1,427",46,Stub,Unknown
903,Earth 2100,"1,426",46,Start,Low
904,Weather Research and Forecasting Model,"1,423",45,Stub,Unknown
905,Food vs. fuel,"1,423",45,B,Mid
906,Renewable energy in Australia,"1,419",45,B,Low
907,World Scientists' Warning to Humanity,"1,419",45,Start,Unknown
908,ICLEI,"1,418",45,C,Low
909,Reflective surfaces (climate engineering),"1,408",45,Start,High
910,IPCC Third Assessment Report,"1,407",45,Start,Unknown
911,Rodney Frelinghuysen,"1,404",45,Start,Low
912,Coal in South Africa,"1,404",45,C,Low
913,2011–2017 California drought,"1,404",45,C,Mid
914,To the Edge of the Earth,"1,399",45,GA,Low
915,Wind power in Australia,"1,397",45,B,Mid
916,Air pollution measurement,"1,395",45,C,Low
917,2019 mass invasion of Russian polar bears,"1,395",45,C,Low
918,Solar activity and climate,"1,394",44,C,Low
919,Deforestation in Indonesia,"1,394",44,C,Low
920,Coal refuse,"1,393",44,Start,Low
921,Inger Andersen (environmentalist),"1,392",44,C,Low
922,30 by 30,"1,388",44,Start,Low
923,Climate change in Europe,"1,385",44,C,High
924,Sustainable urbanism,"1,377",44,C,Low
925,Planetary health diet,"1,377",44,Start,Mid
926,Polar amplification,"1,364",44,C,High
927,Right to a healthy environment,"1,362",43,Start,Low
928,2000-watt society,"1,357",43,C,Low
929,The Age of Stupid,"1,357",43,C,Low
930,Institute for Energy Research,"1,353",43,C,Mid
931,Climate Vulnerable Forum,"1,350",43,Start,High
932,Ocean heat content,"1,349",43,C,Mid
933,Water in Africa,"1,349",43,C,Mid
934,Earth Simulator,"1,347",43,Start,Unknown
935,Climate change and poverty,"1,343",43,C,High
936,Urban resilience,"1,343",43,B,High
937,Stratospheric sulfur aerosols,"1,342",43,C,Mid
938,Climate spiral,"1,338",43,C,Mid
939,Marine mucilage,"1,337",43,Start,Unknown
940,Task Force on Climate Related Financial Disclosures,"1,335",43,Stub,Low
941,Deep Green Resistance,"1,328",42,C,Low
942,Paul J. Crutzen,"1,321",42,C,Low
943,Donors Trust,"1,319",42,C,Mid
944,Common But Differentiated Responsibilities,"1,318",42,Start,Top
945,Home (2009 film),"1,316",42,Start,Unknown
946,Worldwatch Institute,"1,315",42,Start,Low
947,Susan Solomon,"1,315",42,C,Mid
948,Landfill gas emission reduction in Brazil,"1,314",42,C,Low
949,Azores High,"1,307",42,Start,Unknown
950,Climate of Estonia,"1,305",42,Start,Unknown
951,Bali Road Map,"1,300",41,C,Mid
952,Charles David Keeling,"1,299",41,C,High
953,Ensemble forecasting,"1,297",41,C,Low
954,Asian brown cloud,"1,293",41,Start,Unknown
955,Social and environmental impact of palm oil,"1,291",41,C,Mid
956,Marcia McNutt,"1,289",41,B,Mid
957,Energy in Vietnam,"1,286",41,Start,Mid
958,Transport economics,"1,282",41,C,Low
959,Environmental standard,"1,276",41,C,Low
960,TERI School of Advanced Studies,"1,267",40,Start,Low
961,Regional Greenhouse Gas Initiative,"1,266",40,B,High
962,"Free, prior and informed consent","1,263",40,Start,Mid
963,2022 in climate change,"1,262",40,Start,Mid
964,Green-collar worker,"1,256",40,C,Mid
965,Hydrometeorology,"1,252",40,Start,Mid
966,Andrew Dessler,"1,249",40,Start,Low
967,Asparagopsis taxiformis,"1,247",40,Start,Low
968,Drawdown (climate),"1,246",40,Start,Mid
969,Climate of ancient Rome,"1,243",40,C,Low
970,American Clean Energy and Security Act,"1,238",39,B,Mid
971,Environmental issues in the United Arab Emirates,"1,234",39,C,High
972,Oil shale in Estonia,"1,230",39,GA,Low
973,The Great Derangement: Climate Change and the Unthinkable,"1,229",39,Start,Mid
974,Flight Behavior,"1,226",39,C,Low
975,Breakthrough Institute,"1,224",39,Start,Low
976,Conservation in the United States,"1,222",39,B,Low
977,Climate risk,"1,222",39,Start,High
978,Road pricing,"1,218",39,C,High
979,Space mirror (climate engineering),"1,218",39,Start,Low
980,Social discount rate,"1,218",39,Start,Mid
981,John Holdren,"1,215",39,C,Low
982,Availability cascade,"1,211",39,Start,Low
983,World Conference on Disaster Risk Reduction,"1,210",39,Start,Low
984,Defeat device,"1,203",38,C,Low
985,Network for Greening the Financial System,"1,202",38,C,Low
986,Gold Standard (carbon offset standard),"1,196",38,Start,Low
987,Carbon budget,"1,194",38,Start,High
988,2019 UN Climate Action Summit,"1,194",38,Start,High
989,Sophia Kianni,"1,191",38,B,Low
990,Climate change scenario,"1,189",38,C,High
991,Mountain Valley Pipeline,"1,186",38,C,Low
992,Environmental impact of the energy industry,"1,184",38,C,Top
993,Climeworks,"1,184",38,Start,Low
994,Integrated assessment modelling,"1,184",38,Start,Mid
995,Climate Change Act 2008,"1,183",38,B,Mid
996,Shatura Power Station,"1,181",38,Stub,Unknown
997,Solar energy conversion,"1,179",38,C,Low
998,Licypriya Kangujam,"1,179",38,B,Mid
999,Niskanen Center,"1,178",38,B,Low
1000,Coupled Model Intercomparison Project,"1,176",37,Start,Mid
